ID	D_4HR_REP1	D_4HR_REP2	D_4HR_REP3	D_6HR_REP1	D_6HR_REP2	D_6HR_REP3	D_8HR_REP1	D_8HR_REP2	D_8HR_REP3
YOR249C	1397.4199351486	1160.7491242833	1082.6809085663	1124.0451208521	1078.2579220297	1071.0025168516	869.4841348602	837.6862482887	768.5521507362
YMR013C	595.7892861658	688.3703968583	563.0500973398	784.3015795013	851.8520591363	594.4063968526	586.191558937	590.5744727448	513.7235716561
YOR238W	1242.7192835905	1315.735513037	1329.190403919	1528.8459360785	1372.585543791	1424.4333474126	1131.5697806648	1117.6706912215	1023.3807298163
YPL270W	2145.3528373095	2362.7180328095	1993.0852948122	2642.0481779513	2935.7293555173	2384.3193531409	2076.2784978322	2143.5246218051	1813.6204191976
YJL208C	1426.8258441224	2323.9714356211	2962.3158106309	3130.8813052672	2995.1608945268	2785.9452969602	2025.4618916991	2180.9314502131	2555.0631466275
YKL136W	86.9392091401	63.4784677342	26.611820521	109.3323630411	60.3748967716	58.9051384268	66.0215748973	71.4130360517	35.2422502983
YMR103C	212.2339517243	281.9433242222	183.4814993819	206.9182738546	352.8158030088	436.433525617	251.2821153669	273.183201404	229.074626939
YLR105C	2623.5184875799	1727.9333554671	1467.851995055	1843.2894264776	1565.9738850125	1469.9509543788	1274.4164608972	1326.2420981026	1100.6425862395
YPR065W	19987.0684777468	10860.5887523492	10965.4706767989	17570.8853859236	14979.5779036824	20537.8120137755	13003.4493394779	12525.6198154132	14747.5262786774
YGR046W	3642.4971594128	2567.1681626549	2621.9646323882	3859.1613433755	3337.5997621531	3579.8259125765	2722.0895395553	2602.6084249945	2853.2668029978
YPR120C	999.8009051109	954.6502030682	1075.6777979029	937.0054584595	757.5162829307	665.3603135941	602.1967892152	634.7825426816	555.743177781
YAL063C	63.9258890736	104.6982519773	123.2547476764	193.3646751305	212.2554964625	270.428135505	173.2566177609	137.1583708294	201.9652036326
YMR024W	3659.117890572	2624.8758605951	2404.8682018219	3313.4031014184	2946.1062908999	3053.6959261731	2404.3857185341	2366.8320519984	2298.8790963821
YDR088C	4568.1440331983	2285.2248384327	1920.2529439125	2666.4446556547	2014.0688219889	2364.2380559499	1927.8299870024	1826.1333504643	1594.0340904159
YAL026C-A	10.2281422518	21.4342878064	4.2018663981	20.7821847103	12.2636509067	0	17.605753306	6.8012415287	0
YDR488C	622.6381595767	826.8688719149	1071.4759315048	999.3520125903	989.5822923964	950.5147337058	684.6237251476	752.6707291796	798.3725163733
YLR023C	1200.5281968019	1863.9586434691	1414.6283540129	3712.7824771552	4139.4538599004	2373.6093279724	2773.7064072023	2566.3351368412	2431.7152705834
YNL191W	1757.9619495236	1509.4684989792	1718.5633568058	1882.1430761534	1648.9893680734	1566.3411808955	1203.9934476734	1209.4874518594	1472.0416855371
YPL083C	1770.7471273383	1281.1108942729	1242.3518316925	1341.8062736859	1220.7049441001	1156.6827181997	941.1075403549	1008.8508267618	882.4117286231
YNL072W	923.0898382226	972.7869081351	1663.939093631	989.4127068593	855.6254901845	1330.7206271881	693.0264710436	757.2048901987	969.1618832035
YIR021W	758.1610444127	793.0686488356	715.7179098026	988.509133611	1026.3732451166	850.108247751	745.8437309615	656.3198075226	782.1068623894
YMR272C	5709.8604120525	7808.6759269965	6811.2254312521	6483.1380563613	6938.3963399197	7506.3888899837	5478.1901934517	5468.1981890998	4988.1338883762
YLR407W	1940.789992274	1597.6788372592	2026.7002259967	2765.8377129647	2148.9689819629	1925.1270240408	1719.7619933866	1518.9439414166	1974.9214878707
YNR036C	1616.0464757802	3333.0317538901	2605.157166796	3823.9219866928	4017.7607085952	3739.1375369582	3141.8267035996	3029.9531010497	2648.5906570345
YGR273C	0	0	0	1.8071464965	0.9433577621	4.0162594382	2.4007845417	2.2670805096	0
YLR354C	14530.3545864257	24124.2909260661	19954.6635243778	28358.6463970591	29984.6264669403	25472.4561101692	23680.5384580276	21447.7151608536	18742.0998028743
YOL121C	8481.6869622831	12443.4284672809	11896.8843950351	10720.8965907633	11563.6794472787	9159.7490253733	8298.3117684606	8529.8904172836	7135.2002142424
YKL032C	9492.9945274272	8807.8434970471	10112.4917979931	10138.9954188753	8734.5495188737	11995.2281887379	8070.637367754	7890.5737135829	7563.5291024834
YOR162C	1924.1692611149	2040.3793200292	2075.7220006407	2687.226840365	2721.5871435307	2709.6363676346	1998.6531309832	2086.8476090657	2111.824075568
YJL097W	1099.5252920657	1853.2414995659	1516.873769699	1916.4788595878	1931.9966966901	1745.7341024681	1464.8787012071	1521.2110219262	1280.920251227
YKL111C	3.8355533444	1.6487913697	1.4006221327	2.7107197448	0.9433577621	2.6775062921	2.8009152987	0	1.3554711653
YMR286W	1442.1680575001	1704.0258806062	1200.3331677119	1905.6359806085	2015.012179751	1570.3574403337	1445.6724248733	1564.2855516082	1180.6153849934
YPL194W	1668.4657048205	902.713274922	1197.5319234466	918.0304202457	854.6821324225	1049.5824665146	702.2294784536	702.7949579689	749.5755544217
YLR431C	1160.8941455763	948.0550375893	979.0348707475	1166.5130635209	1038.6368960233	821.9944316836	814.6662211575	694.8601761854	803.7944010345
YKL003C	1128.9312010395	1352.0089231708	1972.0759628219	1750.2213819055	1770.6825193785	2338.8017461747	1353.2422200171	1249.161360777	1874.616621637
YDR111C	1185.1859834243	1948.8713990097	2376.8557591682	1657.1533373333	1876.3385887288	1824.7205380859	1303.2258753979	1342.1116616696	1448.9986757267
YER147C-A	1.2785177815	2.4731870546	2.8012442654	5.4214394896	0.9433577621	0	1.6005230278	3.4006207644	0
YIL010W	4437.7352194882	2337.1617665789	2278.8122098802	2679.0946811305	2576.3100481741	2949.2731807801	2113.0905274719	1877.1426619298	2283.9689135636
YML025C	2462.4252471145	2675.1639973716	2729.8125366051	3462.4926873835	3593.2497156702	3992.1618815643	2842.1287666414	2730.6984737856	2872.2433993123
YNL035C	2554.4785273804	2377.557155137	2381.0576255662	2238.1509359731	2165.9494216799	2152.7150588717	1641.3363650236	1701.4439224376	1678.0733026657
YOR229W	1422.990290778	1314.9111173521	1714.3614904077	1945.3932035325	1950.8638519312	1925.1270240408	1394.0555572263	1435.0619625623	1630.6318118795
YGR034W	10152.7097026666	16172.9945455888	19247.3493473714	13999.9639087473	16299.3354127983	15085.0704498548	11230.4699554165	11108.6944969275	12399.8502203438
YGR155W	13998.4911893334	25042.6677190004	21554.1739999053	30594.9901865357	31757.195701843	23371.952423994	22858.2697524879	21754.9045699013	21012.5140047846
YOR163W	2808.9035658933	2898.5752279687	2656.9801857054	2688.1304136132	2818.7529930224	2942.5794150498	2204.3203400574	2029.0370560715	2236.5274227774
YEL072W	278.7168763608	375.9244322963	347.3542889061	777.0729935151	591.4853168089	540.8562710101	500.9637077059	476.0869070112	487.9696195151
YGL123C-A	62.6473712921	116.2397915653	60.2267517055	72.2858598619	112.2595736846	20.081297191	48.8159523483	89.5496801283	18.9765963145
YML017W	2420.2341603259	1806.2509455289	2046.3089358543	2060.1470060632	2013.1254642269	2518.1946677473	1530.9002761045	1741.1178313552	1783.8000535606
YML116W	467.9375080186	661.9897349428	759.1371959158	990.3162801076	1078.2579220297	800.5743813466	693.0264710436	684.6583138923	828.1928820103
YHR113W	3408.5284054035	3024.7077677523	2805.4461317701	2895.0486874678	3318.7326069119	3233.0888477458	2415.9895104858	2429.1767660118	2404.605847277
YIL140W	2073.7558415471	2315.7274787725	2102.3338211617	2389.951241683	2354.620974091	2154.0538120178	1773.7796455753	1845.4035347957	1679.428773831
YPR199C	1732.3915938941	1893.636888124	1844.6193487475	2011.3540506565	1925.3931923557	2053.6473260629	1570.5132210429	1405.5899159378	1622.4989848876
YPR059C	19.1777667221	21.4342878064	19.6087098576	27.1071974482	10.3769353826	13.3875314606	13.6044457364	14.7360233123	10.8437693226
YOR138C	2876.6650083113	3197.0064658881	3883.9251739384	5818.1081456321	5742.218697633	7194.4594069506	4535.482130069	4720.0616209394	5150.7904282145
YHL014C	2011.108470255	1100.5682392885	1005.6466912686	1489.0887131545	1200.8944310969	1310.6393299972	1076.3517362052	1012.2514475262	984.072066022
YLR008C	2941.8694151663	2690.8275153839	3763.4716705274	2567.9551715929	3020.6315541023	3565.0996279698	1893.8188726614	2000.6985497017	3141.9821612109
YEL067C	411.6827256339	213.5184823788	285.7269150679	375.8864712817	333.9486477677	421.7072410103	240.4785849291	261.8477988561	370.0436281323
YPL181W	7966.4442963501	5220.8978722201	5934.4359761907	6579.8203939266	5504.492541595	7248.0095327932	4872.3922274239	4647.5150446329	5335.134506698
YLR094C	2122.339517243	2188.770543304	2596.7534339999	2643.8553244478	2757.4347384888	2870.2867451623	2060.673398311	2026.7699755619	2274.4806154063
YPL042C	749.2114199424	987.6260304626	956.6249166246	1028.2663565351	1193.3475690005	832.7044568521	803.0624292059	785.5433965684	761.7747949096
YHR003C	1903.7129766113	2339.6349536334	2050.5108022523	2286.0403181316	2393.2986423353	1823.3817849399	1636.5347959402	1804.5960856233	1565.5691959442
YGL050W	3064.6071221876	1908.4760104515	2776.0330669837	2042.9791143461	1813.1336186711	2641.3599571853	1500.8904693329	1472.4687909703	2027.7848633181
YDL152W	6.3925889074	4.9463741092	7.0031106634	2.7107197448	2.8300732862	6.6937657303	3.6011768126	1.1335402548	4.066413496
YMR042W	1816.7737674713	1016.4798794327	1647.1316280388	1337.2884074446	1022.5998140684	1740.3790898839	960.3138166886	816.1489834477	1379.8696462954
YGL026C	4032.4450827617	5486.3532827451	5976.4546401713	5914.7904831974	6665.7659466856	5850.3512483019	4557.8894524584	4849.2852099853	4780.7468000823
YDR541C	372.0486744083	507.8277418739	505.6245898997	569.2511464122	529.2237045132	559.598815055	460.1503704966	384.2701463733	428.328888241
YKL051W	3382.9580497741	2945.5657820057	2322.2314959934	4250.4085598779	3156.4750718384	3447.2893511161	3509.9469999969	2952.8723637241	1886.8158621249
YHR005C	7203.1691808115	6426.1643634858	6010.0695713557	5762.0866042392	5215.825066406	4964.0966656072	3834.8531746432	3907.313258256	4538.1174614901
YKL216W	12069.2078570927	15011.4210256206	14439.0135658602	12379.8570745932	12760.8004473274	12475.8405681751	10205.3349561014	9001.4431632757	9768.8806884585
YNL093W	264.6531807646	201.9769427908	128.8572362071	272.8791209786	291.4975484752	417.6909815721	244.0797617417	208.5714068811	303.6255410316
YEL074W	101.0029047363	79.9663814314	71.431728767	76.8037261032	55.6581079613	92.3739670785	53.2173906748	47.6086907011	73.1954429273
YOR284W	1049.6630985883	527.6132383106	708.7147991391	586.4190381294	529.2237045132	811.2844065151	461.7508935244	426.2111358005	597.7627839059
YFR017C	1896.0418699225	1837.5779815535	880.9913214595	2171.2865156009	2764.0382428232	4092.5683675192	2785.7103299109	2424.6426049927	1745.8468609317
YDR507C	4740.743933697	4079.9342443735	4564.6275304238	4392.2695598568	3888.5206951936	4179.5873220134	3034.1915299791	3235.1238871664	3345.3028360088
YAL064W	7.6711066888	1.6487913697	7.0031106634	7.2285859862	3.7734310482	5.3550125843	1.6005230278	7.9347817835	4.066413496
YBL059W	1447.2821286259	782.3515049324	948.2211838284	1260.4846813413	1235.798668293	1827.398044378	1106.3615429767	1043.9905746602	1184.6817984893
YHR019C	18878.5935612108	20413.68594851	21897.3264224133	19497.3035512424	18471.8883388126	18662.2188561391	14670.7942037035	14917.389753017	14117.2321868038
YOL128C	409.1256900709	537.5059865289	609.2706277184	639.7298597775	619.7860496706	621.1814597739	471.3540316913	489.6893900686	492.036033011
YMR110C	2938.0338618219	3600.9603514697	2840.4616850873	3469.7212733697	4224.3560584854	4259.9125107772	3230.6557316433	3094.5648955727	2897.9973514533
YCR023C	736.4262421277	1287.7060597517	911.8050083786	1283.9775857964	1548.0500875334	1075.0187762898	1069.9496440939	1152.8104391199	792.950631712
YKL182W	9475.0952784866	11788.033897817	15636.5454893068	14880.0442525656	16379.5208225731	16516.1975629977	11441.3388643311	12357.8558577045	13095.2069281528
YPL040C	1113.5889876618	1385.8091462501	1305.3798276634	1705.0427194918	1787.6629590956	1793.9292157264	1382.4517652747	1381.7855705872	1316.1625015253
YMR097C	1034.3208852106	1389.1067289896	1354.4016023074	1417.7064265409	1585.7843980156	1589.0999843786	1226.4007700628	1161.8787611582	1157.572375183
YNL274C	1297.6955481938	1569.649383974	1085.4821528317	2319.4725283177	2881.9579630802	2772.5577654996	2097.4854279507	1990.4966874086	2075.2263541043
YPL063W	14438.3013061597	8382.4553236592	10314.1813850999	7927.0481071021	7205.3665865814	9031.2287233511	5869.5180737523	5917.0801299961	6900.7037026422
YFL046W	4684.4891513122	2450.1039754047	3178.0116190646	2852.580744799	2448.0133925345	3470.0481545992	2161.5063490633	1968.9594225677	2654.0125416958
YDR327W	0	0.8243956849	0	0	0	1.3387531461	0.8002615139	0	0
YGL251C	855.3283958046	819.4493107511	792.7521271003	897.2482355354	933.9241844351	879.5608169644	702.2294784536	743.6024071413	650.6261593534
YNL186W	5659.9982185751	5611.6614268439	5570.2742216923	6393.6843047822	5917.6832413754	4443.3216917881	4311.008775418	4379.9995445029	4279.222468914
YOR140W	5380.0028244328	3295.9339480714	3913.3382387248	5830.7581711079	4563.0214950634	6065.8905048183	4265.7939998823	4071.6765952004	4401.2148737928
YGL147C	4601.3854955166	12266.1833950359	13220.4723104234	7040.642750546	10925.9696001291	7870.5297457132	6538.1365686217	7088.0272131926	6377.4918328288
YDR475C	3538.9372191136	3003.273479946	2811.0486203009	2847.1593053093	2859.3173767908	3447.2893511161	2558.0359292043	2464.3165139103	2063.0271136165
YHR024C	1839.7870875378	2272.8589031598	2077.1226227734	2660.1196429168	2725.3605745789	2427.1594538149	2019.8600611017	2104.9842531423	1932.9018817458
YJL048C	1081.626043125	1350.3601318011	1033.6591339223	1545.1102545474	2087.6507274293	2175.4738623548	1612.126819766	1457.732767658	1428.6666082469
YCR091W	896.2409648116	919.2011886192	691.9073335469	787.9158724944	1039.5802537854	1183.457781121	823.4690978105	833.1520872696	673.6691691638
YOR306C	814.4158267975	848.3031597212	977.6342486148	1057.1807004798	1112.2188014637	780.4930841556	763.4494842675	664.2545893061	864.7906034739
YDR123C	886.0128225599	906.8352533463	1336.1935145825	1368.0098978859	1109.3887281775	1293.2355390983	905.495902986	842.2204093079	1180.6153849934
YFR025C	928.2039093484	1574.5957580831	1686.349047754	1713.1748787263	1986.7114468893	1957.2570995463	1415.2624873449	1457.732767658	1516.7722339927
YLR201C	753.0469732868	1430.3265132326	1005.6466912686	1552.3388405336	1952.7505674553	1468.6122012328	1370.847973323	1406.7234561926	1080.3105187597
YER121W	373.3271921897	273.6993673736	162.4721673916	417.4508407023	334.8920055298	510.0649486506	278.4910068397	190.4347628045	512.3681004908
YBR233W-A	4886.4949607848	2265.439341996	2847.4647957507	2658.3124964202	1828.2273428639	2717.6688865109	1890.6178266057	1665.1706342843	2034.5622191447
YNL030W	16118.2736710135	24017.1194870342	19685.7440749021	22517.0453469719	23566.9636116754	20540.4895200676	18656.8968044752	18934.6564159875	14117.2321868038
YDR063W	2911.184988411	3072.5227174742	2640.1727201132	3003.4774772606	3141.3813476455	2844.8504353871	2512.8211536686	2275.0152913606	2185.0195184952
YJR085C	1655.6805270058	2427.0208962286	2557.5360142847	3085.7026428535	3450.8026935997	3978.7743501037	2739.2951621043	2545.931412255	2877.6652839735
YOR202W	1430.6613974668	1616.639938011	1861.4268143397	1843.2894264776	1594.2746178741	1585.0837249404	1290.8218219323	1191.3508077827	1421.8892524203
YGL219C	3867.5162889518	3317.3682358777	2788.6386661779	4497.9876299047	3813.0520742291	3993.5006347104	3403.1120878903	3202.2512197776	2950.8607269008
YER086W	4830.2401784	7162.349710066	5483.4356494658	6812.0387187328	6909.1522492959	4535.6956588665	5064.0548600047	5324.2385767417	3803.4520898868
YKL087C	2583.8844363543	2637.241795868	1829.212505288	3526.6463880109	3448.9159780756	3336.1728399927	2977.7730932486	2753.3692788813	2281.2579712329
YLR124W	6.3925889074	22.2586834912	29.4130647864	20.7821847103	24.5273018134	22.7588034831	20.4066686046	19.2701843314	12.1992404879
YOR347C	951.2172294149	1265.4473762605	749.332840987	1066.2164329626	1405.603065463	1353.4794306712	1032.7374836972	1071.1955407752	870.2124881352
YMR151W	35.7984978812	58.5320936251	79.8354615631	84.9358853377	76.4119787265	50.8726195505	56.4184367305	65.7453347777	43.3750772902
YER089C	3779.2985620303	3757.5955315931	4040.7948527992	4152.8226490643	4563.9648528255	4313.4626366198	3389.1075113969	3347.3443723905	3404.9435672829
YMR293C	719.8055109686	799.6638143145	694.7085778123	972.2448151421	966.9417061071	953.1922399979	711.8326166204	799.1458796259	745.5091409258
YPL118W	2773.1050680121	3630.6385961246	4175.254577537	4719.3630757317	4885.6498496865	6047.1479607733	3767.2310767181	3691.9406098462	4729.2388958001
YDR213W	1616.0464757802	1576.2445494528	2379.6570034336	1772.8107131123	1897.092459494	1978.6771498833	1471.2807933184	1569.9532528821	1355.4711653196
YML119W	3618.2053215649	2025.5401977017	1879.6349020647	2250.8009614489	1830.1140583881	1820.7042786477	1563.3108674177	1559.751390589	1473.3971567024
YDR493W	498.621934774	608.4040154269	627.4787154433	712.0157196394	812.23103313	783.1705904477	541.3769141582	633.6490024268	627.583149543
YOR147W	2830.6383681783	2402.2890256828	2270.4084770841	3127.2670122741	2927.2391356588	3162.1349310044	2450.0006248269	2435.9780075405	2294.8126828861
YER065C	458.9878835483	751.0244689077	586.8606735954	1118.6236813624	1133.916029991	934.449695953	840.6747203595	886.4284792446	757.7083814137
YPL096C-A	506.2930414628	458.3640007823	331.9474454466	522.265337502	493.3761095551	350.7533242689	420.1372948013	345.7297777105	296.848185205
YGR198W	6801.7145974293	6238.2021473377	6007.2683270904	7500.5615339171	6970.4705038296	5843.6574825715	5502.5981696258	5679.0366764905	4654.6879817076
YOR108C-A	7.6711066888	2.4731870546	5.6024885307	5.4214394896	2.8300732862	0	3.6011768126	1.1335402548	1.3554711653
YLL047W	0	1.6487913697	2.8012442654	0.9035732483	3.7734310482	0	1.2003922709	0	2.7109423306
YHL026C	623.9166773582	635.6090730273	698.9104442103	778.8801400116	759.4029984548	669.3765730323	577.388682284	593.9750935092	553.0322354504
YEL020C-B	1.2785177815	4.1219784243	2.8012442654	2.7107197448	3.7734310482	1.3387531461	2.4007845417	2.2670805096	1.3554711653
YMR083W	21837.0837075363	17558.8036918389	21792.2797624619	16548.0404688782	15689.9262985104	21240.6574154593	12814.1874914388	11700.4025099271	17234.8158670389
YJR123W	21860.0970276028	51170.2401592769	64851.6059876284	33346.370727528	48700.8444661254	43307.3255220405	30588.3958460744	32691.300948101	34598.4014947831
YLR326W	1642.8953491911	1037.9141672391	1372.6096900323	1143.0201590658	982.0354303	1369.544468424	855.0794276098	822.9502249765	1051.845624288
YGL119W	1961.2462767776	1828.5096290201	2032.3027145274	2190.2615538146	2122.5549646253	1992.064681344	1610.5262967382	1549.5495282959	1770.2453419074
YBR046C	1982.9810790626	1651.2645567751	2521.1198388349	1976.1146939738	1979.1645847929	3195.603759656	1536.5021067018	1322.8414773382	2728.5634557884
YER188W	327.3005520568	445.9980655094	507.0252120323	302.6970381716	288.667475189	254.3630977523	212.0693011854	213.1055679002	238.5629250963
YEL012W	1934.3974033667	1525.1320169915	1110.69335122	2124.3007066907	2165.9494216799	2503.4683831406	1887.8169113071	1658.3693927556	1759.4015725849
YFL066C	3.8355533444	15.6635180123	1.4006221327	18.9750382137	18.8671552411	1.3387531461	12.4040534656	18.1366440766	0
YLR388W	5833.8766368553	9644.6051171803	9571.8516547763	8299.3202853907	9793.9402856623	7080.6653895351	6943.4690254157	6742.2974354821	5995.2489642087
YKL006W	7437.1379348208	12638.8102445928	20918.2915516658	9345.6581068913	12220.2564496695	15244.3820742365	9331.0492521578	8905.0922416186	10545.5656661866
YMR059W	328.5790698382	436.9297129759	382.3698422233	482.508114578	485.8292474587	445.8047976395	373.3219962377	368.4005828063	364.621743471
YIL121W	3207.8011137125	3322.3146099869	3106.5798902976	2195.6829933042	2268.775417744	2174.1351092088	1785.3834375269	1769.4563377249	1633.3427542101
YIL148W	11406.9356462903	20775.5956541636	16259.8223383521	16201.9719147895	19142.6157076342	13198.7672670499	14042.9890460433	14173.7873458757	9794.6346405995
YLR099C	2530.1866895325	1790.5874275165	2486.1042855177	2693.5518531029	2601.7807077496	3127.3273492067	2181.913017668	2150.3258633338	2264.9923172491
YFR016C	15559.5614005104	6685.8490042168	10758.1786011614	7136.4215148629	6253.5186046672	10884.0630775044	5593.0277206973	5522.6081213297	7905.107836144
YBL069W	2137.6817306207	1898.5832622332	2025.299603864	1745.7035156641	2088.5940851913	2046.9535603326	1521.2971379376	1691.2420601445	1396.1353002792
YBR281C	2076.31287711	2088.1942697511	2283.0140762782	1964.3682417463	1912.1861836869	1747.0728556142	1472.4811855892	1562.0184710986	1375.8032327994
YKL024C	915.4187315337	1552.3370745919	1526.6781246278	1563.1817195129	1837.6609204845	1400.3357907835	1189.98887118	1200.4191298211	1377.1587039647
YBR112C	9976.2742488235	7579.4939266053	9787.54746321	8017.4054319295	6840.2871326659	9859.916920765	6449.707671335	6538.2601896202	6396.4684291433
YPR067W	1131.4882366024	1736.1773123157	1135.9045496084	2052.0148468288	2059.3499945676	1622.5688130302	1590.9198896475	1619.8290240928	1286.3421358883
YOL017W	1270.8466747829	950.5282246439	1152.7120152006	994.834146349	873.5492876636	963.9022651664	678.2216330363	703.9284982237	845.8140071594
YMR170C	1561.0702111769	745.2536991137	697.5098220776	853.8767196183	929.2073956249	1057.614985391	775.4534069761	654.052727013	799.7279875386
YML006C	5706.0248587081	2797.9989544158	3221.4309051779	3162.5063689567	2546.1225997883	2838.1566696567	2127.8953654792	2124.2544374737	2460.1801650551
YPR058W	1024.0927429588	1142.6124192163	1187.7275685178	1454.7529297201	1491.4486218101	1334.7368866263	1126.7682115813	1104.068208164	1133.1738942072
YLR198C	12.7851778147	26.3806619155	14.0062213269	20.7821847103	27.3573750996	13.3875314606	11.6037919517	26.0714258601	12.1992404879
YPL148C	154.7006515581	260.5090364158	253.5126060162	441.8473184057	493.3761095551	520.7749738191	397.7299724119	310.5900298121	435.1062440676
YOR081C	3597.7490370613	3977.7091794508	4074.4097839837	4300.1050885329	4230.0162050578	4602.6333161698	3582.7707977625	3620.5275737945	3110.8063244085
YDR126W	760.7180799757	478.149497219	417.3853955404	748.1586495703	677.330873156	534.1625052797	522.1706378244	512.3601951644	506.9462158295
YNR041C	850.2143246787	863.9666777336	939.8174510323	899.9589552803	967.8850638691	963.9022651664	722.6361470582	706.1955787332	801.0834587039
YDL059C	490.9508280851	510.3009289285	626.0780933107	608.104796088	582.9950969504	757.7342806725	449.3468400589	481.7546082851	604.5401397325
YDR366C	5.1140711259	15.6635180123	9.8043549288	16.2643184689	19.8105130032	9.3712720225	12.4040534656	9.0683220383	14.9101828185
YLR271W	1640.3383136282	1046.1581240877	865.584478	1190.005967976	1065.9942711229	1282.5255139298	939.907148084	980.5123203921	863.4351323086
YMR104C	2609.4547919837	2552.3290403274	1050.4665995145	1727.6320506987	2187.6466502072	3374.9966812286	2283.5462299342	2214.9376578568	1237.5451739368
YEL029C	3207.8011137125	1375.9163980318	2334.8370951876	1457.4636494649	1409.3764965112	1951.902086962	999.1265001131	990.7141826852	1806.843063371
YMR119W	2723.2428745347	2149.1995504307	2039.3058251909	2127.9149996837	1934.8267699762	2271.8640888715	1756.1738922693	1633.4315071503	1600.8114462425
YIL098C	1313.0377615714	1077.4851601124	1063.0721987087	1217.1131654242	1232.0252372447	1510.1135487608	1037.1389220237	983.9129411564	1099.2871150742
YER014W	2521.2370650622	2527.5971697816	3622.0088351261	2481.2121397586	2542.3491687401	2690.8938235896	1843.0022665283	1851.0712360697	2396.4730202851
YOR334W	889.8483759043	990.0992175172	1000.0442027378	1313.7955029895	1167.876909425	890.2708421329	971.5174778833	902.2980428117	786.1732758854
YBR104W	1624.9961002505	1536.6735565795	1882.43614633	1433.0671717615	1298.0602805886	1243.7016726939	923.1016562919	1007.717286507	1215.8576352917
YLR058C	6423.2733341137	9323.9151957696	11249.7969697342	7210.5145212213	7711.0063470433	6964.1938658275	5462.9852246874	4005.9312604226	7822.4240950595
YDR400W	1034.3208852106	1387.4579376198	1217.1406333042	1155.6701845416	1248.0623191997	1211.5715971884	988.3229696754	917.0340661239	948.8298157237
YOR369C	7553.4830529347	19096.3016441033	20468.6918470736	11992.2241510839	19826.5500851246	14524.1328816538	11489.3545551655	12661.6446459878	12470.3347209404
YMR026C	1553.3991044881	1418.7849736445	1240.9512095598	1735.7642099331	1632.0089283564	1531.5335990978	1290.0215604184	1253.6955217961	1331.0726843439
YDR527W	7880.7836049914	5068.3846705209	6302.7995970871	6774.9922155536	5288.4636140842	5391.1589192017	4442.6517944558	4053.5399511238	5302.6031987303
YLR441C	24684.3428068737	38415.1901231188	30218.422512701	26922.8685055528	31210.0481998507	21789.5462053458	22316.8928383297	23473.3515961607	17417.804474357
YJL134W	1532.9428199846	1419.6093693294	1106.491484822	1182.7773819898	1238.6287415791	961.2247588743	905.095772229	1026.9874708384	746.8646120911
YHL006C	74.1540313254	168.1767197115	235.3045182913	205.1111273581	298.1010528096	294.5256921342	186.8610634973	157.5620954156	288.7153582131
YDR405W	4931.2430831363	3083.2398613774	2698.998849686	3929.6400567408	3802.6751388465	3919.8692116769	3234.2569084559	3096.8319760822	2899.3528226187
YMR230W-A	5.1140711259	13.1903309578	4.2018663981	10.8428789793	2.8300732862	0	4.0013075695	5.6677012739	1.3554711653
YER010C	1591.7546379322	1962.8861256523	2679.3901398284	2354.7118850004	2284.8124996989	3071.099717072	1926.2294639746	1930.4190539049	2255.5040190918
YNL137C	5349.3183976775	4290.1551440128	4292.9068366827	5048.2637381032	4674.337710986	5180.9746752696	4023.3147611684	3843.8350039879	3944.4210910801
YHR063C	2760.3198901974	3522.6427614079	3221.4309051779	3115.5205600465	3113.0806147838	2662.7800075223	2382.7786576587	2426.9096855022	2240.5938362733
YKR074W	3372.7299075223	3117.8644801415	3035.1481615306	3304.3673689357	3186.6625202242	3875.6903578567	2545.2317449818	2610.543206778	3067.4312471183
YBR045C	357.9849788121	150.0400146446	166.6740337896	208.7254203511	208.4820654143	203.4904782018	150.8492953715	145.0931526129	197.8987901367
YPL257W	152.1436159951	197.0305686816	176.4783887184	258.4219490062	251.8765224689	266.4118760668	199.6652477198	192.701843314	226.3636846084
YLR340W	20135.3765403975	44416.7907089016	46608.5027093929	33783.7001796923	42551.0952152843	34407.2946070037	29736.9175952772	31487.4811975156	26732.6023224334
YJL136C	33079.0905600168	17242.2357488525	22370.7367032612	15281.2307747989	16118.2107224836	16078.4252842346	11451.3421332549	11653.9273594808	14614.6901044761
YMR244C-A	2467.5393182403	1482.2634413788	1637.32727311	2081.8327640218	1803.7000410505	2543.6309775226	1686.5511405594	1540.4812062576	1880.0385062983
YKR044W	2636.3036653946	1254.7302323573	1836.2156159514	1406.8635475616	1374.4722593152	1851.4956010072	1115.1644196297	1067.7949200108	1499.1511088435
YGR215W	2849.8161349004	1982.671622089	3119.1854894918	2713.4304645649	2509.3316470682	4365.6740093163	2060.673398311	1981.4283653703	3578.4438764438
YNL131W	9207.8850621591	8708.9160148639	7159.980342291	9080.9111451472	8123.2536890616	7798.2370758257	6586.9525209701	6856.7850012158	6427.6442659456
YDR197W	3428.9846899071	1734.528520946	1684.9484256213	1822.5072417674	1760.3055839959	2107.1974519055	1588.5191051058	1380.6520303324	1552.014484291
YKL053C-A	327.3005520568	694.9655623372	501.4227235016	653.2834585016	1012.2228786858	804.5906407848	702.6296092105	674.4564515992	585.5635434181
YDR341C	10867.4011425093	10861.413148034	10300.175163773	9608.5979221388	9527.9133967625	8261.445664364	7558.8701296103	7805.5581944738	6423.5778524497
