ID	D_4HR_REP1	D_4HR_REP2	D_4HR_REP3	D_6HR_REP1	D_6HR_REP2	D_6HR_REP3	D_8HR_REP1	D_8HR_REP2	D_8HR_REP3
YOL108C	2468.8178360218	1575.420153768	1467.851995055	1659.8640570782	1421.6401474179	1765.8153996591	1519.6966149098	1471.3352507155	1606.2333309037
YNL080C	1792.4819296233	2633.1198174437	2516.9179724368	2678.1911078822	2443.2966037243	2373.6093279724	2534.4282145441	2338.4935456287	2240.5938362733
YPR033C	4694.717293564	7042.8123357613	7402.2879712457	5819.9152921287	6421.4362863131	5930.6764370657	5711.0662939986	5946.5521766206	5598.09591277
YLR325C	30670.3630597242	33744.9885683854	34158.3725719468	23557.9617289828	23356.594830737	22754.7872236583	23381.2406518263	21811.5815826407	20961.0061005025
YOR245C	2730.9139812235	1953.8177731188	1811.004417563	2182.1293945801	1966.9009338861	2190.2001469615	2022.2608456435	2031.304136581	1968.1441320441
YPR049C	1054.7771697141	1074.1875773729	1159.715125864	1468.3065284442	1502.7689149547	1550.2761431427	1359.6443121283	1465.6675494416	1476.1080990331
YCR059C	750.4899377239	1928.2615068882	2536.5266822944	1759.2571143882	2181.9865036348	2680.1837984211	1855.4063199938	2044.9066196385	2392.4066067891
YHL007C	9751.2551192845	7438.5222644942	8381.3228419932	8667.074597438	7448.7528891918	7665.7005143653	7489.6475086574	7445.092393451	7671.966795709
YPR139C	3145.1537424203	3182.9917392455	2960.9151884983	2985.4060122952	2598.0072767014	2791.3003095445	2724.490324097	2719.3630712377	2513.0435405026
YLR372W	3655.2823372275	8390.6992805078	7224.4089603945	5749.4365787633	6961.9802839711	5221.1372696516	5730.6727010894	6342.1577255418	4974.579176723
YBL102W	1397.4199351486	2037.9061329746	1819.4081503592	2075.5077512839	2121.6116068633	2038.9210414562	1891.4180881196	2049.4407806577	1989.8316706892
YNL187W	1016.42163627	1037.0897715542	1400.622132686	1376.1420571203	1197.1210000487	1498.0647704462	1245.2069156396	1167.5464624322	1458.4869738839
YNL115C	3262.7773783157	2286.8736298024	1808.2031732977	2829.9914135921	2898.9384027972	3053.6959261731	2922.1549180321	2778.3071644867	2648.5906570345
YBR276C	2629.9110764873	2661.149270729	2343.2408279837	2286.0403181316	2344.2440387084	2037.5822883102	2153.1036031673	2233.0743019334	1954.5894203909
YKL116C	1388.4703106783	1981.0228307192	1816.6069060938	1718.5963182159	1889.5455973976	1570.3574403337	1680.5491792051	1698.0433016732	1546.5925996297
YDR459C	787.5669533866	981.8552606686	1142.9076602718	1120.430827859	1145.2363231356	1156.6827181997	1025.5351300721	1073.4626212847	1158.9278463483
YDR303C	2021.3366125067	2609.2123425828	2713.0050710128	2662.8303626616	2414.0525131005	2237.0565070738	2251.9359001348	2335.0929248644	2373.4300104746
YOR310C	4271.5279078969	8370.9137840712	6888.2596485499	7705.6726612751	8366.639991672	5547.7930372913	7156.738718872	7373.6793573993	6037.2685703336
YPL195W	5699.6322698008	4538.2982451558	5200.5099786632	4019.9973815681	3965.8760316822	4273.3000422379	3812.8459830108	3877.8412116315	3972.8859855518
YDR146C	5295.6206508557	4469.0490076275	5295.7522836859	3860.968489872	3874.3703287628	4502.2268302149	3693.2068866817	3816.630037873	4135.5425253901
YJR070C	14902.4032608339	11121.9221844499	14238.7246008861	9473.9655081461	9475.0853620874	10055.3748800905	8755.2610929016	8822.3438030191	10027.7756810345
YJR017C	3710.2586018308	3072.5227174742	4503.0001565856	3167.0242351981	3157.4184296004	4522.3081274059	3216.251024393	3019.7512387566	4088.101034604
YPR018W	2620.961452017	2431.1428746529	3044.9525164594	2612.2302607583	2415.9392286246	2510.1621488709	2214.3236089812	2339.6270858835	2628.2585895547
YGL076C	9165.6939753705	18427.7167436816	20264.2010157014	13015.0690681294	18241.709044871	14352.7724789575	15633.9089356908	15063.6164458847	12727.8742423512
YCL048W	14.0636955962	18.9611007518	9.8043549288	18.9750382137	26.4140173376	18.7425440449	14.8048380073	20.4037245862	28.4648944717
YNR057C	144.4725093063	199.5037557362	274.5219380065	208.7254203511	235.8394405139	263.7343697747	206.867601345	216.5061886646	252.1176367494
YER019W	1431.9399152483	1798.8313843651	2042.1070694562	1705.9462927401	1850.8679291533	1809.9942534792	1654.1405492462	1724.1147275333	1735.0030916091
YLR027C	4653.8047245569	8652.0327126085	10155.9110841064	6968.3568906841	9008.1232698699	9704.6215558216	7578.0764059441	8000.5271182974	8887.8244310007
YLR460C	498.621934774	460.8371878369	547.6432538802	983.9912673697	957.5081284865	1183.457781121	879.887534541	1046.2576551698	1054.5565666187
YLR079W	17174.3293585091	6683.3758171622	6468.0730087441	8325.5239095907	7664.7818167025	8319.0120496448	7832.1594366096	7601.5209486118	7730.2520558178
YML005W	691.6781197762	903.5376706069	766.1403065793	1005.6770253282	1054.6739779783	776.4768247174	965.1153857721	903.4315830665	834.9702378369
YPL106C	26199.3863779177	35609.7716075393	33418.8440858886	30216.3929955091	30257.2568601744	25986.537318258	29321.9820003163	29381.3634041185	23699.0578544481
YML111W	3087.6204422541	3009.8686454248	3033.7475393979	2951.973802109	2947.9930064241	2811.3816067355	2595.648220358	2964.207766272	2754.3174079295
YDL014W	13985.7060115187	18521.6978517557	18062.423023119	16732.3694115259	15976.7070581753	14094.3931217671	15382.626820324	15614.5170097119	13630.618038454
YNL168C	1985.5381146255	2083.2478956419	3535.1702628995	2154.1186238837	2313.1132325606	3951.9992871824	2286.7472759898	2070.9780454986	3670.6159156855
YBR055C	2424.0697136703	2544.0850834788	2867.0735056083	2821.8592543577	2596.1205611773	2654.7474886459	2572.8407672116	2438.2450880501	2689.2547919941
YLR227C	346.4783187788	441.0516914002	305.3356249256	528.5903502399	506.5831182239	457.8535759541	492.5609618099	462.4844239537	468.9930232006
YBL021C	1958.6892412146	1232.4715488661	1463.6501286569	1305.663343755	1119.7656635601	1866.2218856139	1327.633851572	1160.7452209035	1603.5223885731
YDR198C	2250.1912953902	1554.8102616465	1638.7278952427	1891.1788086361	1550.8801608196	1796.6067220186	1619.7293041482	1605.0930007806	1774.3117554034
YDL029W	3244.8781293751	5596.8223045164	4318.118035071	5407.885890916	6385.588691355	5194.3622067303	5884.7230425165	5677.9031362357	4642.4887412197
YEL005C	1385.9132751153	1060.1728507303	907.6031419805	1141.2130125692	1134.859387753	1261.1054635928	1121.5665117409	1155.0775196295	1096.5761727436
YPL138C	1765.6330562124	1605.9227941078	1740.9733109287	1935.4538978015	1767.8524460924	1934.4982960632	1790.9852681243	1759.2544754318	1828.5306020162
YPL076W	584.2826261326	835.1128287635	581.2581850647	813.215923446	779.213511458	473.9186137068	749.4449077741	731.1334643386	490.6805618457
YNL078W	4178.1961098495	4013.9825895847	4347.5310998574	3361.2924835769	2912.1454114659	3178.1999687571	2956.9662938871	2832.7170967165	3234.1542004526
YGR181W	969.1164783555	1753.4896216978	1599.5104755274	1407.7671208099	1966.9009338861	1613.1975410077	1535.3017144309	1786.4594415467	1439.5103775694
YPR036W	5070.6015213167	10271.1458376741	8648.8416693362	8558.6458076452	10671.263004374	7996.3725414433	8917.7141802247	9768.8499157675	7305.9895810727
YDR137W	3850.8955577927	2995.8539187822	3037.949405796	3020.6453689778	2708.3801348619	3091.1810142629	2817.3206597103	2933.6021793927	2667.567253349
YGR125W	2279.597204364	2112.9261402969	2105.1350654271	2265.2581334213	2194.2501545416	2057.6635855011	2110.2896121733	2149.192323079	1962.7222473828
YKL084W	878.341715871	695.7899580221	942.6186952977	457.2080636263	417.9074885907	520.7749738191	419.7371640443	396.739089176	517.7899851521
YDR513W	2349.915682345	3026.3565591221	1320.7866711229	3281.7780377288	4101.7195494182	2445.9019978598	3706.8113324181	3418.7574084422	2260.9259037531
YLR126C	1488.194697633	1046.9825197725	1063.0721987087	1293.0133182792	1153.7265429941	1190.1515468513	1158.3785413807	1187.9501870184	1127.7520095459
YML007C-A	1.2785177815	13.1903309578	2.8012442654	17.1678917172	21.6972285273	12.0487783146	19.6064070907	20.4037245862	8.1328269919
YNL311C	1878.1426209819	1333.0478224191	1393.6190220226	1603.8425156852	1345.2281686914	1224.959128649	1336.836858982	1280.900487911	1373.0922904688
YGR222W	3439.2128321588	1826.8608376504	2491.7067740484	2286.0403181316	1873.5085154426	2737.7501837019	1903.0218800713	1928.1519733953	2761.0947637561
YCL024W	1798.8745185307	1733.7041252612	2050.5108022523	1589.3853437128	1526.3528590061	1696.2002360637	1442.0712480608	1633.4315071503	1524.9050609846
YNR013C	4161.5753786903	4404.7461442084	4214.4719972523	4179.0262732643	3972.4795360165	3570.454640554	3932.8852100969	4000.2635591487	3266.6855084203
YJL010C	5318.6339709222	3700.7122293378	3729.8567393429	3425.4461842043	3088.5533129704	2858.2379668477	2878.1405347672	3044.689124362	3037.6108814813
YIL130W	5085.9437346944	4640.5233100785	6424.6537226308	7386.7113046347	6210.1241476127	6202.4433257168	6159.2127417867	5927.2819922892	6843.7739136987
YHL010C	2020.0580947253	1425.3801391234	1607.9142083236	1231.5703373966	1234.8553105309	1637.2950976369	1278.0176377098	1109.735909438	1534.3933591418
YOL150C	17.8992489406	46.990554037	74.2329730324	33.4322101861	29.2440906237	29.4525692134	26.008499202	31.7391271341	31.1758368024
YPR075C	4963.2060276731	4686.6894684306	4481.9908245953	5273.2534769233	5005.4562854675	5482.1941331341	5073.6579981716	5007.9808456557	4984.0674748802
YLR390W	1582.8050134619	1270.3937503697	1417.4295982783	1420.4171462857	1239.5720993412	1878.2706639285	1435.2690251925	1267.2980048536	1634.6982253755
YDL184C	5460.5494446656	9870.489534832	6884.0577821518	5609.382725281	9857.14525572	5112.6982648203	6256.8446464833	8244.2382730769	5180.6107938516
YGR078C	2652.9243965537	2702.369054972	3270.4526798219	2445.0692098277	2368.7713405219	2440.5469852756	2381.5782653878	2268.2140498318	2285.3243847289
YBR143C	44525.6602575328	18000.679778924	23255.9298911188	16179.3825835826	14530.5396089439	17573.8125483887	14258.6595240413	14119.3774136458	17804.1137564731
YOR005C	738.9832776906	889.5229439642	875.3888329288	1064.409286466	1196.1776422866	1065.6475042673	1069.14938258	1090.4657251066	1022.025258651
YER031C	3495.4676145436	5626.5005491713	5201.9106007959	4763.6381648971	5146.0165920138	4440.6441854959	4791.5658145193	4742.7324260352	4192.4723143336
YDR368W	3873.9088778592	5116.1996202428	5214.5161999901	4451.9053942428	5028.0968717569	5502.2754303251	4560.2902370001	4590.8380318935	5183.3217361822
YML065W	4474.8122351509	2623.2270692254	2816.6511088316	2666.4446556547	2341.4139654222	2409.7556629161	2369.9744734361	2472.2512956938	2255.5040190918
YLR299W	1773.3041629012	1529.2539954158	1442.6407966666	1658.0569105816	1628.2354973081	1933.1595429171	1754.9734999985	1688.9749796349	1543.881657299
YDR419W	1899.8774232669	1417.9605779597	1652.7341165695	1579.4460379818	1501.8255571927	1698.8777423559	1504.0915153886	1501.9408375948	1569.6356094401
YIL007C	887.2913403413	960.4209728622	809.5595926925	1036.3985157695	1028.2599606407	994.6935875259	1057.5455906284	961.2421360607	904.0992672682
YDR372C	3370.1728719594	5281.0787572149	5850.3986482295	4538.648426077	5182.807544734	4915.9015523488	4624.3111581127	4554.5647437403	4839.032060191
YER045C	1915.2196366446	1400.6482685776	1476.2557278511	1947.2003500291	1872.5651576806	1966.6283715688	1985.4488160037	1715.046405495	1838.0189001734
YDR120C	5408.1302156252	4977.7011451863	4896.5749758704	5403.3680246746	4735.6559655196	4685.6360112258	4838.7812438398	4674.7200107479	4689.9302320059
YDR236C	2569.8207407581	1427.853326178	1560.2930558122	1443.9100507408	1438.6205871349	1589.0999843786	1320.4314979469	1408.9905367021	1556.0808977869
YMR144W	1189.0215367687	965.3673469714	1217.1406333042	814.1194966943	794.3072356509	824.6719379757	745.4436002045	729.9999240838	859.3687188126
YOR205C	1912.6626010816	2005.754701265	2442.6849994044	2352.9047385038	2221.6075296412	2419.1269349386	2109.4893506594	2053.9749416768	2541.5084349743
YOL006C	7621.2444953527	5078.2774187393	6891.0608928153	5767.5080437288	4685.6580041307	5407.2239569545	4630.7132502239	4593.1051124031	5980.3387813901
YPL196W	2767.9909968862	1859.8366650448	1707.3583797443	1465.5958086994	1621.6319929737	1958.5958526924	1712.9597705183	1747.9190728839	1371.7368193035
YKL112W	3965.9621581252	4182.1593092962	4836.3482241649	3872.7149420996	3908.3312081968	4012.2431787553	3519.9502689208	3738.4157602926	4054.214255471
YDR240C	1485.6376620701	1126.948901204	1267.5630300809	1195.4274074656	1012.2228786858	1135.2626678627	1062.7472904687	1047.3911954246	1095.2207015783
YOR222W	4119.3842919018	2365.1912198641	2843.2629293526	2451.3942225656	2132.9319000079	2469.999554489	2141.0996804587	2153.7264840982	2473.7348767083
YBR167C	557.4337527217	819.4493107511	516.8295669611	755.3872355565	819.7778952264	599.7614094369	787.8574604416	735.6676253578	561.1650624423
YGL136C	1572.5768712102	1281.9352899577	1091.0846413624	1360.7813118997	1339.5680221191	1330.7206271881	1395.2559494972	1344.3787421792	1125.0410672153
YFL016C	3607.9771793131	4364.3507556503	5224.3205549189	4107.6439866507	4676.2244265101	6250.6384389752	5008.8368155451	4911.6299239987	4509.6525670184
YOR360C	1971.4744190293	2863.1262135197	3347.4868971196	4126.6190248644	4089.4558985115	2233.0402476356	3321.8855442287	3054.8909866551	3661.1276175283
YOL009C	1947.1825811814	797.1906272599	1306.7804497961	889.116076301	949.9612663901	1441.8371383115	932.3046637019	866.0247546584	1352.760222989
YKL156C-A	0	0	2.8012442654	0	0	1.3387531461	0	0	1.3554711653
YHR169W	3500.5816856695	2624.8758605951	2826.4554637604	3007.995343502	2418.7693019108	2054.986079209	2256.3373384613	2294.285475692	2640.4578300426
YML071C	3868.7948067333	2669.3932275776	3579.9901711455	2465.851394538	2488.5777763029	3210.3300442627	2293.549498858	2503.9904228279	3045.7437084732
YKR101W	1105.917880973	734.5365552105	893.5969206537	819.5409361839	703.7448904936	775.1380715713	669.0186256264	678.9906126183	863.4351323086
YLR102C	545.9270926884	637.257864397	834.7707910809	632.5012737913	727.3288345449	970.5960308968	713.4331396483	707.329118988	815.9936415224
YMR316C-A	7.6711066888	8.2439568486	4.2018663981	13.5535987241	9.4335776206	10.7100251685	12.8041842225	15.869563567	2.7109423306
YHR107C	3822.7681666003	4346.2140505833	3890.9282846018	4107.6439866507	4030.967717264	3681.5711516774	4112.543919969	3943.5865464093	3295.150402892
YBL037W	1644.1738669726	1577.8933408226	1886.6380127281	1760.1606876365	1740.4950709928	1954.5795932542	1721.7626471713	1820.4656491904	1697.0498989802
YER022W	3241.0425760307	2079.1259172176	1768.9857535825	2068.2791652977	1857.4714334877	1586.4224780864	1914.225541266	1936.0867551788	1446.287733396
YLR212C	1287.467405942	1814.4949023775	1729.7683338672	1576.735318237	1691.4404673659	1433.8046194351	1540.9035450283	1677.639577087	1299.8968475415
YIL041W	3367.6158363964	5408.0356926834	7938.7262480644	5175.6675661098	6418.606213027	7842.4159296458	5733.0734856311	5830.9310706322	7117.5790890933
YPR171W	2560.8711162878	2410.5329825314	2686.3932504918	2393.5655346761	2236.7012538341	2553.002249545	2304.3530292958	2301.0867172207	2297.5236252167
YER119C	856.606913586	1439.394865766	1799.7994405015	1542.3995348026	1636.7257171666	2053.6473260629	1596.1215894879	1533.6799647289	1901.7260449434
YDL114W-A	0	0.8243956849	1.4006221327	2.7107197448	3.7734310482	1.3387531461	2.0006537848	5.6677012739	0
YGL130W	4136.0050230609	2886.2092926958	2948.3095893041	3030.5846747088	2992.3308212407	3258.525157521	2998.9800233672	3073.0276307317	2853.2668029978
YGR282C	3969.7977114696	11776.4923582289	8965.3822713233	9915.8128265518	14943.7303087243	10108.925005933	11645.4055503774	12536.9552179611	9454.4113781043
YMR198W	1876.8641032004	1093.1486781247	1399.2215105533	1030.9770762799	949.017908628	1061.6312448292	923.9019178058	890.9626402638	1112.8418267274
YOR317W	5611.4145428792	8948.8151591582	7961.1362021874	6166.8874194656	7239.3274660154	7922.7411184097	6809.0250910793	6666.3502384113	7047.0945884967
YLR163C	3078.6708177838	2342.9325363729	1928.6566767087	2574.2801843308	2611.2142853702	2234.3790007817	2525.2252071341	2515.3258253757	2098.2693639148
YKL048C	797.7950956383	1059.3484550455	951.0224280938	1227.9560444035	1086.7481418882	942.4822148294	1049.5429754893	1019.0526890549	1069.4667494372
YLR316C	448.7597412966	791.4198574659	595.2644063916	797.8551782254	842.4184815157	599.7614094369	802.6622984489	776.4750745301	576.0752452608
YDR499W	3026.2515887435	1541.6199306887	2173.7655499287	1639.0818723679	1444.2807337073	1791.2517094343	1382.8518960316	1402.1892951734	1912.569814266
YBL006C	3751.1711708379	3163.2062428089	3939.9500592458	3312.4995281701	2791.3956179228	3874.3516047107	3155.0310185791	2926.800937864	3528.291443327
YMR111C	1561.0702111769	975.2600951897	1044.8641109838	1129.4665603417	984.8655035861	1057.614985391	968.7165625847	939.7048712197	1149.439548191
YNL006W	1301.5311015382	1762.5579742313	1909.0479668511	1643.5997386092	1917.8463302592	2349.5117713432	1895.4193956892	1862.4066386175	1934.2573529111
YML110C	4502.9396263433	6405.5544713643	6292.9952421583	5883.1654195078	7028.958685077	7820.9958793088	6111.9973124661	6429.4403251605	7437.4702841087
YOL048C	1047.1060630253	1054.4020809363	746.5315967217	1283.9775857964	1321.64422464	1281.1867607837	1308.8277059952	1166.4129221774	1268.7210107392
YDL236W	3347.1595518929	3389.9150561454	2890.884081864	2820.9556811094	3525.3279568021	2819.4141256118	3016.9859074301	3073.0276307317	2744.8291097722
YNL258C	2525.0726184066	2344.5813277426	2568.7409913462	1894.7931016292	2016.8988952751	2283.912867186	1883.0153422236	2053.9749416768	2035.9176903101
YMR064W	2031.5647547585	2198.6632915223	1750.7776658575	2719.7554773028	2542.3491687401	2112.5524644898	2500.0169694461	2490.3879397704	2118.6014313946
YDL189W	4338.0108325334	3317.3682358777	4063.2048069222	3833.8612924238	3368.7305683009	3739.1375369582	3535.155237685	3262.3288532814	3751.9441856047
YOR087W	1287.467405942	1547.3907004827	1334.7928924498	1471.9208214373	1531.0696478164	1389.625765615	1458.8767398528	1521.2110219262	1253.8108279206
YIL045W	2530.1866895325	1510.292894664	1374.010312165	1260.4846813413	1328.2477289744	2274.5415951636	1586.1183205641	1583.5557359396	1518.127705158
YGR095C	2376.7645557559	2170.6338382371	1690.550914152	2395.3726811727	2147.0822664388	1763.137893367	2085.8816359991	2124.2544374737	1873.2611504717
YKL134C	1328.3799749491	1068.4168075789	1242.3518316925	1104.16650939	1043.3536848336	1072.3412699977	972.7178701542	1030.3880916028	1108.7754132314
YCL002C	1020.2571896144	1122.8269227797	1102.2896184239	878.2731973217	1171.6503404732	975.951043481	942.7080633827	982.7794009016	996.2713065099
YGL113W	2404.8919469482	1805.426549844	1808.2031732977	2124.3007066907	1665.9698077904	1673.4414325806	1822.5955979236	1827.2668907191	1621.1435137223
YOR216C	4047.7872961393	3498.735286547	4372.7422982458	2989.9238785365	2656.4954579488	3432.5630665094	2748.4981695142	2785.1084060154	3227.376844626
YOR154W	2404.8919469482	1939.8030464762	1909.0479668511	2234.53664298	1961.2407873138	2029.5497694338	2075.4782363183	1933.8196746692	1997.9644976811
YOR253W	1231.2126235572	1743.5968734795	2358.6476714433	1445.7171972374	1589.5578290639	2000.0972002204	1407.6600029627	1521.2110219262	1932.9018817458
YHR070W	2784.6117280453	2494.6213423872	3801.2884681099	3155.2777829705	2931.9559244691	3310.7365302175	2836.927066801	2612.8102872875	3625.88536723
YNL138W	8878.0274745394	9069.1769291478	10863.2252611128	8217.9986930461	8186.4586591193	10094.1987213263	8112.2509664772	8511.753773207	8961.019873928
YDL007C-A	0	0.8243956849	0	0	2.8300732862	4.0162594382	1.6005230278	2.2670805096	2.7109423306
YKR092C	7837.3140004214	8417.0799424234	12996.3727691936	7376.7719989036	8095.896313962	10285.6404212135	7158.3392418998	7346.4743912844	10370.7098858604
YMR031C	9528.7930253084	7284.3602714253	5292.9510394205	7789.7049733646	7267.6281988771	8486.3561929029	8144.2614270334	7863.368747468	6729.9143358119
YDR534C	218.6265406317	215.1672737485	232.5032740259	268.3612547372	243.3863026104	309.2519767409	259.2847305059	240.3105340152	292.781771709
YDR307W	1696.5930960129	1788.1142404619	1812.4050396957	1739.3785029262	1748.0419330892	1953.2408401081	1676.9480023925	1817.065028426	1762.1125149155
YBR169C	3517.2024168286	2926.604681254	1855.824325809	2530.0050951654	2921.5789890865	2934.5468961734	3013.3847306175	2828.1829356974	2258.2149614225
YDL090C	1284.910370379	1462.4779449421	1245.1530759579	1328.2526749618	1322.5875824021	1333.3981334802	1316.4301903773	1362.5153862558	1167.0606733402
YHR050W-A	447.4812235151	534.2084037895	175.0777665858	543.0475222123	547.1475019923	224.9105285388	466.1523318509	652.9191867582	151.8127705158
YNL240C	1254.2259436237	1520.1856428823	1661.1378493656	2072.7970315391	2143.3088353905	2308.0104238152	2011.8574459627	2057.3755624412	2237.8828939427
YGL160W	4235.7294100157	2476.4846373203	2826.4554637604	2284.233171635	2109.3479559565	2911.7880926903	2251.5357693779	2236.4749226978	2574.039742942
YLR166C	2228.4564931051	2596.022011625	2232.5916795015	2498.3800314758	2482.9176297306	2029.5497694338	2344.3661049911	2486.987319006	1946.456593399
YBR227C	2830.6383681783	2220.0975793287	2330.6352287896	2323.9903945591	2132.9319000079	2487.4033453878	2183.1134099388	2195.6674735254	2336.832289011
YPR182W	695.5136731206	1105.5146133976	1378.2121785631	1192.7166877208	1140.5195343253	1527.5173396596	1235.6037774727	1077.9967823039	1419.1783100896
YGR042W	2319.2312555896	1697.4307151273	1676.5446928252	2150.5043308906	1726.3447045619	2049.6310666248	1971.8443702673	1934.953214924	1823.1087173549
YHR122W	372.0486744083	647.1506126153	581.2581850647	622.5619680603	713.1784681141	717.5716862906	602.1967892152	624.5806803885	761.7747949096
YMR023C	579.1685550067	612.5259938512	725.5222647314	752.6765158117	803.7408132715	896.9646078632	742.2425541489	719.7980617907	913.5875654254
YER169W	4950.4208498584	3422.8908835398	3977.7668568283	5626.5506169982	4505.476671578	3923.8854711151	4705.5377017743	4209.9685062846	4684.5083473446
YMR240C	1374.4066150821	1228.3495704418	1388.0165334919	1312.8919297412	1251.8357502479	1360.1731964015	1260.8120151608	1198.1520493115	1339.2055113358
YPR052C	4226.7797855454	2207.7316440558	1253.556808754	2357.4226047452	1608.424984305	1291.8967859522	2263.5396920865	1747.9190728839	1074.8886340985
YJL138C	35189.9234172265	21440.8829718459	21386.0993439829	20571.6521434394	16924.7816090413	17883.0645251296	18964.9974873295	17742.1720679499	16898.6590180396
YDR183W	948.660193852	890.3473396491	949.6218059611	831.2873884115	908.4535248596	910.3521393239	835.8731512761	842.2204093079	889.1890844497
YPL193W	2645.2532898649	2275.3320902143	2021.0977374659	2735.1162225234	2337.640534374	2120.5849833662	2435.9960483335	2263.6798888127	2264.9923172491
YBL085W	6675.1413370637	6018.08849948	6554.9115809706	5447.64311384	4999.7961388952	5704.4271553808	5343.3461283583	5419.4559581439	4870.2078969934
YML108W	2436.854891485	1122.8269227797	1315.1841825922	1436.6814647546	1047.1271158818	1184.7965342671	1162.7799797071	1019.0526890549	1371.7368193035
YKL130C	1311.7592437899	1411.3654124808	1323.5879153883	1238.7989233828	1333.9078755468	1299.9293048286	1253.2095307787	1289.9688099493	1205.0138659691
YHR057C	2161.9735684686	2613.3343210071	2686.3932504918	2791.1377639164	3018.7448385782	3330.8178274085	2887.7436729341	2813.4469123851	3151.4704593681
YKL209C	9366.4212670615	9781.4548008671	10433.2342663782	8217.9986930461	8466.6359144499	8728.6705123405	7791.3460994004	8355.3252180462	8477.1166679089
YCL028W	5189.5036749936	7116.1835517138	7872.8970078282	6975.5854766703	6705.3869726919	7917.3861058255	6630.1666427211	7017.7477173957	7277.524686601
YGR238C	1140.4378610727	938.9866850558	1050.4665995145	992.1234266041	896.1898739529	1001.3873532563	935.5057097575	926.1023881622	936.6305752359
YOR180C	650.7655507691	454.242022358	641.4849367702	534.9153629778	511.2999070342	579.6801122459	499.763315435	462.4844239537	615.3839090551
YML113W	4097.6494896167	2566.34376697	4033.7917421358	3011.6096364951	2472.540694348	3277.2677015659	2471.2075549454	2477.9189969677	3547.2680396414
YGR288W	233.9687540093	309.1483818226	334.748689712	363.2364458059	406.587195446	412.3359689879	385.7260497033	341.1956166913	418.8405900838
YKL053W	19.1777667221	9.0683525335	16.8074655922	20.7821847103	17.9237974791	21.420050337	15.2049687642	20.4037245862	24.3984809758
YNR034W	1070.1193830918	1227.5251747569	834.7707910809	752.6765158117	919.7738180043	923.7396707845	975.1186546959	863.7576741489	672.3136979985
YMR290C	8972.6377903683	8769.0968998587	8435.9471051679	9082.7182916437	8454.3722635432	6877.1749113333	8081.0407674348	8107.0799022475	7493.0446018868
YDL155W	2348.6371645635	2343.7569320578	2638.7720979805	2363.7476174831	2139.5354043423	2127.2787490965	2138.698895917	2110.6519544162	2185.0195184952
YCL039W	2481.6030138365	2478.13342869	2974.9214098251	2617.6517002479	2480.0875564444	3289.3164798805	2564.0378905586	2577.6705393891	2992.8803330257
YOR149C	1446.0036108445	1511.1172903489	1026.6560232589	1487.2815666579	1380.1324058875	1234.3304006715	1416.4628796157	1411.2576172117	1149.439548191
YHL009C	1676.1368115094	1980.1984350344	1918.8523217799	1780.9428723468	1776.3426659509	1884.9644296588	1754.9734999985	1775.1240389988	1747.202332097
YOR250C	1098.2467742842	1031.3190017602	1103.6902405566	1172.8380762588	1181.0839180937	1228.9753880872	1129.969257637	1266.1644645988	1078.9550475944
YOR017W	2426.6267492333	1748.5432475886	1753.5789101229	1811.6643627881	1615.9718464014	1547.5986368506	1644.5374110793	1654.9687719912	1527.6160033152
YAL011W	1416.5977018706	1451.7608010389	1537.8831016893	1431.260025265	1431.0737250385	1453.8859166261	1308.0274444813	1432.7948820527	1455.7760315533
YLR240W	1557.2346578325	1351.184527486	1490.2619491779	1425.8385857754	1483.9017597136	1597.132503255	1466.8793549919	1425.993640524	1477.4635701984
YBR197C	883.4557869969	1269.5693546848	1796.9981962362	1259.5811080931	1378.2456903634	1722.975298985	1304.4262676687	1340.9781214148	1588.6122057546
YKL140W	2540.4148317842	2857.3554437257	2722.8094259416	2703.4911588339	2641.401733756	2998.8070471845	2785.310199154	2662.6860584982	2649.9461281998
YOR271C	3821.4896488189	5533.3438367821	4553.4225533623	4146.4976363264	4226.2427740095	3314.7527896557	3836.0535669141	4240.5740931639	3278.8847489081
YOL117W	1065.0053119659	821.0981021208	710.1154212718	631.5977005431	739.5924854517	738.9917366276	707.8313090509	683.5247736375	656.0480440147
YHR110W	4717.7306136305	2871.3701703683	3762.0710483947	3020.6453689778	2583.8569102706	3416.4980287566	2805.3167370016	2661.5525182435	3297.8613452226
YPL274W	777.3388111348	1230.8227574964	1270.3642743462	1371.624190879	1859.3581490118	1352.1406775251	1289.6214296614	1431.6613417979	1736.3585627744
YHR193C	13054.9450666073	21430.9902236276	27235.0973700798	16201.9719147895	17479.47597313	19643.5249122044	15440.6457800822	16760.5262073031	19620.4451180014
YLR009W	13628.9995504881	8088.970459849	7315.4493990191	8615.5709222864	6389.3621224032	6561.2291688621	7258.7720618951	6692.4216642714	7013.2078093637
YIL068C	2734.7495345679	2097.2626222845	2149.9549736731	2025.8112226289	1931.9966966901	2073.7286232539	2037.0656836507	1917.9501111022	1904.4369872741
YJL167W	8521.3210135088	11595.1253075597	12594.3942171127	11407.6122594511	11812.7258964614	11881.4341713224	11449.3414794701	11341.0702491592	11331.738942072
YMR130W	3646.3327127572	2098.9114136543	2250.7997672264	1839.6751334845	1786.7196013335	1905.0457268498	1759.7750690819	1786.4594415467	1831.2415443468
